route_long_name,route_short_name,service_id,hour_of_day,trips_per_hour
THISTLE DOWN,118,3,8,8
THISTLE DOWN,118,3,9,7
THISTLE DOWN,118,3,10,7
THISTLE DOWN,118,3,11,8
THISTLE DOWN,118,3,12,7
THISTLE DOWN,118,3,13,6
THISTLE DOWN,118,3,14,7
THISTLE DOWN,118,3,15,7
THISTLE DOWN,118,3,16,8
THISTLE DOWN,118,3,17,7
THISTLE DOWN,118,3,18,7
THISTLE DOWN,118,3,19,8
THISTLE DOWN,118,3,20,8
THISTLE DOWN,118,3,21,8
THISTLE DOWN,118,3,22,6
THISTLE DOWN,118,3,23,5
THISTLE DOWN,118,3,24,5
THISTLE DOWN,118,3,25,3
THISTLE DOWN,118,4,5,1
THISTLE DOWN,118,4,6,6
THISTLE DOWN,118,4,7,8
THISTLE DOWN,118,4,8,8
THISTLE DOWN,118,4,9,7
THISTLE DOWN,118,4,10,7
THISTLE DOWN,118,4,11,8
THISTLE DOWN,118,4,12,7
THISTLE DOWN,118,4,13,6
THISTLE DOWN,118,4,14,7
THISTLE DOWN,118,4,15,7
THISTLE DOWN,118,4,16,8
THISTLE DOWN,118,4,17,7
THISTLE DOWN,118,4,18,7
THISTLE DOWN,118,4,19,8
THISTLE DOWN,118,4,20,8
THISTLE DOWN,118,4,21,8
THISTLE DOWN,118,4,22,6
THISTLE DOWN,118,4,23,5
THISTLE DOWN,118,4,24,5
THISTLE DOWN,118,4,25,3
TORBARRIE,119,1,6,5
TORBARRIE,119,1,7,8
TORBARRIE,119,1,8,8
TORBARRIE,119,1,9,7
TORBARRIE,119,1,10,5
TORBARRIE,119,1,11,5
TORBARRIE,119,1,12,5
TORBARRIE,119,1,13,5
TORBARRIE,119,1,14,6
TORBARRIE,119,1,15,6
TORBARRIE,119,1,16,8
TORBARRIE,119,1,17,7
TORBARRIE,119,1,18,8
TORBARRIE,119,1,19,3
TORBARRIE,119,6701,8,1
TORBARRIE,119,6701,9,5
TORBARRIE,119,6701,10,6
TORBARRIE,119,6701,11,6
TORBARRIE,119,6701,12,6
TORBARRIE,119,6701,13,6
TORBARRIE,119,6701,14,6
TORBARRIE,119,6701,15,3
KINGSTON RD,12,1,5,5
KINGSTON RD,12,1,6,14
KINGSTON RD,12,1,7,17
KINGSTON RD,12,1,8,21
KINGSTON RD,12,1,9,17
KINGSTON RD,12,1,10,14
KINGSTON RD,12,1,11,14
KINGSTON RD,12,1,12,14
KINGSTON RD,12,1,13,14
KINGSTON RD,12,1,14,19
KINGSTON RD,12,1,15,21
KINGSTON RD,12,1,16,22
KINGSTON RD,12,1,17,21
KINGSTON RD,12,1,18,19
KINGSTON RD,12,1,19,17
KINGSTON RD,12,1,20,16
KINGSTON RD,12,1,21,16
KINGSTON RD,12,1,22,12
KINGSTON RD,12,1,23,9
KINGSTON RD,12,1,24,9
KINGSTON RD,12,1,25,7
KINGSTON RD,12,1,26,4
KINGSTON RD,12,2,5,5
KINGSTON RD,12,2,6,12
KINGSTON RD,12,2,7,12
KINGSTON RD,12,2,8,12
KINGSTON RD,12,2,9,12
KINGSTON RD,12,2,10,12
KINGSTON RD,12,2,11,12
KINGSTON RD,12,2,12,14
KINGSTON RD,12,2,13,16
KINGSTON RD,12,2,14,17
KINGSTON RD,12,2,15,16
KINGSTON RD,12,2,16,17
KINGSTON RD,12,2,17,16
KINGSTON RD,12,2,18,17
KINGSTON RD,12,2,19,14
KINGSTON RD,12,2,20,13
KINGSTON RD,12,2,21,13
KINGSTON RD,12,2,22,11
KINGSTON RD,12,2,23,9
KINGSTON RD,12,2,24,9
KINGSTON RD,12,2,25,7
KINGSTON RD,12,2,26,4
KINGSTON RD,12,3,7,5
KINGSTON RD,12,3,8,11
KINGSTON RD,12,3,9,12
KINGSTON RD,12,3,10,12
KINGSTON RD,12,3,11,12
KINGSTON RD,12,3,12,12
KINGSTON RD,12,3,13,13
KINGSTON RD,12,3,14,13
KINGSTON RD,12,3,15,13
KINGSTON RD,12,3,16,13
KINGSTON RD,12,3,17,13
KINGSTON RD,12,3,18,13
KINGSTON RD,12,3,19,13
KINGSTON RD,12,3,20,13
KINGSTON RD,12,3,21,12
KINGSTON RD,12,3,22,10
KINGSTON RD,12,3,23,8
KINGSTON RD,12,3,24,8
KINGSTON RD,12,3,25,6
KINGSTON RD,12,3,26,3
KINGSTON RD,12,4,5,5
KINGSTON RD,12,4,6,12
KINGSTON RD,12,4,7,12
KINGSTON RD,12,4,8,11
KINGSTON RD,12,4,9,12
KINGSTON RD,12,4,10,12
KINGSTON RD,12,4,11,12
KINGSTON RD,12,4,12,12
KINGSTON RD,12,4,13,13
KINGSTON RD,12,4,14,13
KINGSTON RD,12,4,15,13
KINGSTON RD,12,4,16,13
KINGSTON RD,12,4,17,13
KINGSTON RD,12,4,18,13
KINGSTON RD,12,4,19,13
KINGSTON RD,12,4,20,13
KINGSTON RD,12,4,21,12
KINGSTON RD,12,4,22,10
KINGSTON RD,12,4,23,8
KINGSTON RD,12,4,24,8
KINGSTON RD,12,4,25,6
KINGSTON RD,12,4,26,3
KINGSTON RD,12,401,14,5
KINGSTON RD,12,401,15,5
CALVINGTON,120,1,6,3
CALVINGTON,120,1,7,5
CALVINGTON,120,1,8,4
CALVINGTON,120,1,9,4
CALVINGTON,120,1,10,5
CALVINGTON,120,1,11,4
CALVINGTON,120,1,12,4
CALVINGTON,120,1,13,4
CALVINGTON,120,1,14,7
CALVINGTON,120,1,15,7
CALVINGTON,120,1,16,7
CALVINGTON,120,1,17,7
CALVINGTON,120,1,18,9
CALVINGTON,120,1,19,6
CALVINGTON,120,1,20,6
CALVINGTON,120,1,21,6
CALVINGTON,120,1,22,6
CALVINGTON,120,1,23,6
CALVINGTON,120,1,24,7
CALVINGTON,120,1,25,2
CALVINGTON,120,2,6,3
CALVINGTON,120,2,7,5
CALVINGTON,120,2,8,4
CALVINGTON,120,2,9,4
CALVINGTON,120,2,10,4
CALVINGTON,120,2,11,6
CALVINGTON,120,2,12,7
CALVINGTON,120,2,13,7
CALVINGTON,120,2,14,7
CALVINGTON,120,2,15,7
CALVINGTON,120,2,16,7
CALVINGTON,120,2,17,7
CALVINGTON,120,2,18,7
CALVINGTON,120,2,19,7
CALVINGTON,120,2,20,6
CALVINGTON,120,2,21,6
CALVINGTON,120,2,22,6
CALVINGTON,120,2,23,6
CALVINGTON,120,2,24,7
CALVINGTON,120,2,25,3
CALVINGTON,120,3,7,2
CALVINGTON,120,3,8,6
CALVINGTON,120,3,9,5
CALVINGTON,120,3,10,4
CALVINGTON,120,3,11,6
CALVINGTON,120,3,12,7
CALVINGTON,120,3,13,7
CALVINGTON,120,3,14,7
CALVINGTON,120,3,15,8
CALVINGTON,120,3,16,7
CALVINGTON,120,3,17,7
CALVINGTON,120,3,18,7
CALVINGTON,120,3,19,7
CALVINGTON,120,3,20,6
CALVINGTON,120,3,21,6
CALVINGTON,120,3,22,6
CALVINGTON,120,3,23,6
CALVINGTON,120,3,24,6
CALVINGTON,120,3,25,4
CALVINGTON,120,4,6,3
CALVINGTON,120,4,7,6
CALVINGTON,120,4,8,5
CALVINGTON,120,4,9,5
CALVINGTON,120,4,10,4
CALVINGTON,120,4,11,6
CALVINGTON,120,4,12,7
CALVINGTON,120,4,13,7
CALVINGTON,120,4,14,7
CALVINGTON,120,4,15,8
CALVINGTON,120,4,16,7
CALVINGTON,120,4,17,7
CALVINGTON,120,4,18,7
CALVINGTON,120,4,19,7
CALVINGTON,120,4,20,6
CALVINGTON,120,4,21,6
CALVINGTON,120,4,22,6
CALVINGTON,120,4,23,6
CALVINGTON,120,4,24,6
CALVINGTON,120,4,25,4
ESPLANADE-RIVER,121,1,5,1
